ar,re,lx,ly,distance_from_training,is_training_ar,mae_x,mae_y,mae_mag,rmse_x,rmse_y,rmse_mag,error_growth_rate
1.6x1,1100,1.6,1.0,0.7220634596563533,False,7.20929e-08,2.8875089e-08,6.239741e-08,8.5163855e-08,5.4480267e-08,8.644185e-08,
1.6x1,1200,1.6,1.0,0.7220634596563533,False,3.5025682e-08,4.1643563e-08,4.1159723e-08,5.6417132e-08,5.9494024e-08,7.109264e-08,
1.6x1,1300,1.6,1.0,0.7220634596563533,False,3.0230918e-08,3.2109522e-08,4.7585168e-08,5.2009188e-08,6.001198e-08,7.502777e-08,
1.6x1,1400,1.6,1.0,0.7220634596563533,False,4.1504364e-08,3.485409e-08,4.8606353e-08,6.6004844e-08,6.4342636e-08,8.507527e-08,
1.6x1,1500,1.6,1.0,0.7220634596563533,False,3.561455e-08,3.170738e-08,5.2438054e-08,6.207719e-08,6.963423e-08,8.982874e-08,
1.6x1,1600,1.6,1.0,0.7220634596563533,False,4.4915126e-08,3.7441364e-08,6.1963e-08,6.484082e-08,7.9897866e-08,9.694378e-08,
1.6x1,1700,1.6,1.0,0.7220634596563533,False,3.9477943e-08,4.542962e-08,6.585695e-08,7.304744e-08,9.263828e-08,1.1264524e-07,
1.6x1,1800,1.6,1.0,0.7220634596563533,False,4.1381416e-08,4.28995e-08,7.633406e-08,9.7624365e-08,1.0242728e-07,1.3985748e-07,
1.6x1,1900,1.6,1.0,0.7220634596563533,False,4.949226e-08,4.36461e-08,7.976481e-08,8.5560714e-08,1.0541144e-07,1.3254119e-07,
1.6x1,200,1.6,1.0,0.7220634596563533,False,3.826958e-08,2.5428509e-08,5.2750032e-08,6.921051e-08,4.0543256e-08,7.961575e-08,
1.6x1,2000,1.6,1.0,0.7220634596563533,False,6.8573385e-08,4.4732573e-08,8.18441e-08,1.12055424e-07,1.0405278e-07,1.4339405e-07,
1.6x1,2100,1.6,1.0,0.7220634596563533,False,6.8392104e-08,5.588342e-08,8.645851e-08,1.1328675e-07,1.1225515e-07,1.5052882e-07,
1.6x1,300,1.6,1.0,0.7220634596563533,False,3.7252004e-08,2.6369255e-08,4.455441e-08,5.6928638e-08,3.8288043e-08,6.562885e-08,
